departement,commune,nb_connected,network_length_km,heat_demand_MWh,heat_coverage_pct,density_MWh_per_m_per_year,idx_plant
01,01267,4,0.14922776087742057,346.0,21.187997550520514,2.318603441917306,2
01,01272,7,0.6611176914815577,1138.0,47.495826377295494,1.7213274045801954,1
01,01273,2,0.11218189885328857,496.0,29.107981220657276,4.42139066168481,0
01,01275,5,0.3847953224307142,679.0,21.952796637568703,1.7645744644472907,0
01,01288,7,1.5707340218047183,2420.0,45.09877003354454,1.540680959606073,0
01,01290,3,0.28286754411883036,653.0,40.53382991930478,2.308500970071278,1
01,01294,3,0.05816063960766313,314.0,20.822281167108752,5.39884021424393,0
01,01295,2,0.11869412541315046,268.0,25.330812854442343,2.257904500893753,1
01,01301,2,0.2747466984932041,442.0,19.75860527492177,1.6087545452741188,0
01,01303,7,0.7256716118470062,1142.0,40.91723396632032,1.5737145857109378,0
01,01304,2,0.4397693091827681,959.0,19.515669515669515,2.1806887838128777,0
01,01307,5,0.5661875061279348,1148.0,44.5998445998446,2.0275968430511426,0
01,01310,9,0.6534110369229054,1021.0,73.24246771879484,1.5625692593259113,0
01,01320,4,0.5635823608905375,902.0,28.864,1.6004759243612878,0
01,01322,4,0.9817012496469211,1712.0,30.130235832453362,1.7439113993343072,1
01,01328,3,0.28520106169846776,734.0,38.733509234828496,2.5736229578837624,0
01,01337,4,0.4337126451197143,660.0,39.450089659294676,1.5217448866814234,0
01,01342,4,0.1806231781750727,307.0,31.04145601617796,1.699671122509172,3
01,01348,5,0.5207412213594396,809.0,20.019797079930708,1.5535547539102745,1
01,01350,3,0.26193840373603094,528.0,14.798206278026907,2.0157410767918296,1
01,01357,3,0.189741174317907,341.0,33.010648596321396,1.7971850402309744,1
01,01363,3,0.2054973208049016,445.0,26.456599286563616,2.16547835396103,1
01,01373,4,0.3258715773569067,633.0,54.05636208368916,1.9424830024580966,0
01,01380,2,0.03934387036864649,264.0,20.77104642014162,6.7100668420863885,0
01,01388,9,0.9386875127256515,1499.0,62.56260434056762,1.596910558282999,1
01,01389,8,0.3615452061761431,736.0,23.298512187401077,2.0357067039672607,2
01,01390,7,0.7682651511673046,1479.0,35.16405135520685,1.9251166055792097,0
01,01397,6,0.3133532681617462,694.0,44.203821656050955,2.2147527104832117,0
01,01398,2,0.02193972780079844,219.0,16.963594113090625,9.98189230005078,2
01,01403,5,0.38343530128457753,611.0,48.840927258193446,1.5934891700191391,2
01,01405,3,0.10847502149977654,326.0,14.704555705908886,3.0053001648925375,2
01,01407,4,0.2109901441583434,320.0,27.8503046127067,1.516658521072184,1
01,01426,2,0.25272513889470943,386.0,15.446178471388555,1.5273510252607503,1
01,01435,6,0.461725338388004,694.0,31.05145413870246,1.5030580786900793,2
01,01441,3,0.16087041276334277,268.0,29.74472807991121,1.665937168907847,1
01,01447,4,0.4994180102221303,790.0,27.709575587513154,1.5818412308531387,0
01,01449,2,0.023530595913791124,216.0,19.834710743801654,9.179538027483776,2
01,01450,6,0.4063022398960741,774.0,40.54478784704034,1.9049858061279143,1
01,01452,5,0.37913278322208066,592.0,51.793525809273845,1.5614582178013088,3
01,01453,2,0.14658092892129734,756.0,44.549204478491454,5.157560438206212,0
01,01457,9,0.7769878767157129,1201.0,25.34824820599409,1.5457126629524314,1
