departement,commune,stade,reason,nb_buildings,nb_buildings_total
60,60654,2,Stade 2 : 2 bâtiments,2,2
60,60655,2,Stade 2 : 5 bâtiments,5,5
60,60656,2,Stade 2 : 0 bâtiments,0,0
60,60657,2,Stade 2 : 1 bâtiments,1,1
60,60658,2,Stade 2 : 0 bâtiments,0,0
60,60659,2,Stade 2 : 3 bâtiments,3,3
60,60660,2,Stade 2 : 1 bâtiments,1,1
60,60661,2,Stade 2 : 4 bâtiments,4,4
60,60662,2,Stade 2 : 5 bâtiments,5,5
60,60663,2,Stade 2 : 0 bâtiments,0,0
60,60664,2,Stade 2 : 5 bâtiments,5,5
60,60666,2,Stade 2 : 9 bâtiments,9,9
60,60668,2,Stade 2 : 1 bâtiments,1,1
60,60669,2,Stade 2 : 4 bâtiments,4,4
60,60671,2,Stade 2 : 3 bâtiments,3,3
60,60672,2,Stade 2 : 7 bâtiments,7,7
60,60673,2,Stade 2 : 0 bâtiments,0,0
60,60674,2,Stade 2 : 3 bâtiments,3,3
60,60675,2,Stade 2 : 0 bâtiments,0,0
60,60676,2,Stade 2 : 1 bâtiments,1,1
60,60677,2,Stade 2 : 3 bâtiments,3,3
60,60678,2,Stade 2 : 5 bâtiments,5,5
60,60679,2,Stade 2 : 3 bâtiments,3,3
60,60681,2,Stade 2 : 6 bâtiments,6,6
60,60682,2,Stade 2 : 3 bâtiments,3,3
60,60683,2,Stade 2 : 1 bâtiments,1,1
60,60685,2,Stade 2 : 8 bâtiments,8,8
60,60687,2,Stade 2 : 0 bâtiments,0,0
60,60688,2,Stade 2 : 2 bâtiments,2,2
60,60689,2,Stade 2 : 7 bâtiments,7,7
60,60691,2,Stade 2 : 2 bâtiments,2,2
60,60692,2,Stade 2 : 0 bâtiments,0,0
60,60693,2,Stade 2 : 1 bâtiments,1,1
60,60697,2,Stade 2 : 1 bâtiments,1,1
60,60698,2,Stade 2 : 5 bâtiments,5,5
60,60699,2,Stade 2 : 2 bâtiments,2,2
60,60701,2,Stade 2 : 3 bâtiments,3,3
60,60702,2,Stade 2 : 7 bâtiments,7,7
60,60703,2,Stade 2 : 2 bâtiments,2,2
